title,author,pub_year,venue,abstract
"Thermoregulation, flight, and the evolution of wing pattern in pierid butterflies: the topography of adaptive landscapes",['JG Kingsolver'],1988,American Zoologist,"SYNOPSIS. This paper describes a case study of adaptation, constraint, and evolutionary innovation in pierid butterflies. I develop a framework for discussing these issues that focuses on the questions: What is the form of the adaptive landscape relating fitness to"
Genotype-phenotype maps maximizing evolvability: Modularity revisited,"['M Pavlicev', 'TF Hansen']",2011,Evolutionary Biology,The mechanisms translating genetic to phenotypic variation determine the distribution of heritable phenotypic variance available to selection. Pleiotropy is an aspect of this structure that limits independent variation of characters. Modularization of pleiotropy has been
"Do immunological, endocrine and metabolic traits fall on a single P ace‐of‐L ife axis? Covariation and constraints among physiological systems","['MA Versteegh', 'I Schwabl', 'S Jaquier']",2012,Journal of …,"Variation in demographic and physiological attributes of life history is thought to fall on one single axis, a phenomenon termed the P ace‐of‐L ife. A slow P ace‐of‐L ife is characterized by low annual reproduction, long life span and low metabolic rate, a fast P ace‐of‐L ife by"
"Quantifying evolutionary potential of marine fish larvae: heritability, selection, and evolutionary constraints","['DW Johnson', 'MR Christie']",2010,… : International Journal of …,"For many marine fish, intense larval mortality may provide considerable opportunity for selection, yet much less is known about the evolutionary potential of larval traits. We combined field demographic studies and manipulative experiments to estimate quantitative"
Encephalization quotients and life-history traits in the Sirenia,"[""TJ O'Shea"", 'RL Reep']",1990,Journal of mammalogy,Relative brain size in the Sirenia is unusually small. Encephalization quotients are 0.27 for Florida manatees (Trichechus manatus) and 0.38 for dugongs (Dugong dugon). Estimates for Steller's sea cow (Hydrodamalis gigas) range from 0.12 to 0.19. These values are among
Nonparametric estimation of natural selection on a quantitative trait using mark‐recapture data,"['O Gimenez', 'R Covas', 'CR Brown', 'MD Anderson']",2006,…,"Assessing natural selection on a phenotypic trait in wild populations is of primary importance for evolutionary ecologists. To cope with the imperfect detection of individuals inherent to monitoring in the wild, we develop a nonparametric method for evaluating the form of natural"
QTL analysis of floral traits in Louisiana iris hybrids,"['A Bouck', 'SR Wessler', 'ML Arnold']",2007,… : International Journal of …,"The formation of hybrid zones between nascent species is a widespread phenomenon. The evolutionary consequences of hybridization are influenced by numerous factors, including the action of natural selection on quantitative trait variation. Here we examine how the"
Morphometric correlation patterns of adult birds (Fringillidae: Passeriformes and Columbiformes) mirror the expression of developmental control genes,['HL Nemeschkal'],1999,Evolution,"Stimulated by the rapid progress in developmental genetics, recent approaches to evolutionary theory focus on the interface function of developmental processes in the study of genotype‐phenotype mapping. From this viewpoint, the main result of the present"
Selection and evolution of causally covarying traits,['MB Morrissey'],2014,Evolution,"When traits cause variation in fitness, the distribution of phenotype, weighted by fitness, necessarily changes. The degree to which traits cause fitness variation is therefore of central importance to evolutionary biology. Multivariate selection gradients are the main quantity"
Genome-Wide Association Mapping of Phenotypic Traits Subject to a Range of Intensities of Natural Selection in Timema cristinae,"['AA Comeault', 'V Soria-Carrasco']",2014,The American …,"The genetic architecture of adaptive traits can reflect the evolutionary history of populations and also shape divergence among populations. Despite this central role in evolution, relatively little is known regarding the genetic architecture of adaptive traits in nature"
On the limits of quantitative genetics for the study of phenotypic evolution,"['M Pigliucci', 'CD Schlichting']",1997,Acta Biotheoretica,"During the last two decades the role of quantitative genetics in evolutionary theory has expanded considerably. Quantitative genetic-based models addressing long term phenotypic evolution, evolution in multiple environments (phenotypic plasticity) and"
