title,author,pub_year,venue,abstract
The adaptive landscape as a conceptual bridge between micro,"['SJ Arnold', 'ME Pfrender', 'AG Jones']",2012,"Microevolution Rate, Pattern …","An adaptive landscape concept outlined by GG Simpson constitutes the major conceptual bridge between the fields of micro-and macroevolutionary study. Despite some important theoretical extensions since 1944, this conceptual bridge has been ignored in many"
Revisiting a Key Innovation in Evolutionary Biology: Felsenstein's 'Phylogenies and the,"['RB Huey', 'T Garland Jr', 'M Turelli']",1969,Systematic Biology,"The comparative method has long been a fundamental exploratory tool in evolutionary biology, but this venerable approach was revolutionized in 1985, when Felsenstein published “Phylogenies and the Comparative Method” in The American Naturalist. This"
Quantitative genetics and evolutionary inference in a phylogenetic context,['LJ Revell'],2009,NA,"Quantitative genetic theories for phenotypic evolution have received considerable attention in recent years. In this thesis, I examine the evolution of the central quantitative genetic parameter, the additive genetic variance-covariance matrix (G matrix), as well as the"
Tools for the occurrence of free-living and symbiotic organisms in space and time,['MB Joseph'],2016,NA,"This doctoral dissertation broadly aims to improve methods for understanding the occurrence of organisms in space and time, including organisms that cause disease. The processes that drive occurrence are often represented mathematically as ecological"
Evolutionary Transcriptome Analysis Based on Differentially Expressed (DE) Genes,['X Gu'],2020,bioRxiv,"To address how gene regulation plays a key role in phenotypic innovations through high throughput transcriptomes, it is desirable to develop statistically-sound methods that enable researchers to study the pattern of transcriptome evolution. Most methods currently available"
"O cotransportador Na+, K+, 2Cl-ea secreção de cloreto branquial em camarões Palaemonidae (Decapoda, Crustacea): padrões moleculares, fisiológicos e …",['AC Maraschi'],2018,NA,"RESUMO MARASCHI, AC O cotransportador Na+, K+, 2Cl-e a secreção de cloreto branquial em camarões Palaemonidae (Decapoda, Crustacea): padrões moleculares, fisiológicos e evolutivos. 2018. 121f. Tese (Doutorado). Faculdade de Filosofia, Ciências e"
Методы предсказания структурных элементов РНК,['АА Миронов'],NA,NA,Развитие экспериментальных технологий привело к интенсивному росту количества секвенированных геномов. Появление большого количества данных выдвигает на передний план задачу эффективного и массового предсказания функциональных
"Demography, Selection and Evolution in Conifers",['R Ruiz Daniels'],2017,NA,La presente tesis doctoral la componen un total de 3 capítulos dedicados a inferir diferentes aspectos de la adaptación molecular en las coníferas. En el primer capítulo introducimos el trabajo y lo contextualizamos en el actual entendimiento de la genética molecular de las
Does evolvability predict evolutionary divergence?,['A Holstad'],2020,NA,
Distribuição e diversidade filogenética de lagartos da Amazônia brasileira,['DP Oliveira'],2015,NA,"divergences of species have allowed a better understanding of the evolutionary and historical processes involved in community structuring and differentiation between species. Focussing on lizards, this thesis aims to investigate these themes by:(1) quantifying"
Evolução morfológica em desmodontinae (Chiroptera: Phyllostomidae),['PP Costa'],NA,NA,"Compreender como a variação morfológica está relacionada com as variações ambientais têm sido uma das principais finalidades da Biologia Evolutiva há mais de um século. Diversidade ecológica e climática, além do isolamento das linhagens, podem resultar em"
Evolução morfológica no crânio de Lemuriformes (Primates: Strepsirrhini),['APC Penna'],NA,NA,"O principal objetivo deste estudo foi investigar os processos responsáveis pela evolução morfológica craniana de primatas da subordem Strepsirrhini, com maior ênfase ao clado endêmico à ilha de Madagascar. Sistemas multidimensionais morfológicos como o crânio"
AEET,"['LM Bini', 'F Villalobos', 'JAF Diniz-Filho']",2014,NA,"A number of methods have been proposed to estimate the level of phylogenetic signal (autocorrelation) in macroecological traits. These methods are useful to devise alternative ways to circumvent the problem of lack of independence among species and, recently, they"
Modelowanie proces w ewolucji biologicznej metodami zyki statystycznej,['K Weron'],NA,NA,
Modèles de processus stochastiques avec sauts sur arbres: application à l'évolution adaptative sur des phylogénies.,['P Bastide'],2017,NA,Résumé Le projet s' inscrit dans la dynamique de systématisation statistique qui s' opère aujourd'hui dans le champ de l'écologie comparative. Les différents traits quantitatifs d'un jeu d'espèces échantillonné peuvent être vus comme le résultat d'un processus
Évolution des syndromes de pollinisation et des niches bioclimatiques au sein des genres antillais gesneria et rhytidophyllum (gesneriaceae),['H Alexandre'],2017,NA,Contexte: Gesneria et Rhytidophyllum (Gesneriaceae) sont deux genres de plantes Antillais aillant subi une forte diversification et qui présentent une forte variabilité de modes de pollinisation associés à des traits floraux particuliers. Les spécialistes des colibris ont des
"Gradiente latitudinal de tamanho do genoma em Cactaceae: análise de representantes das subfamílias Cactoideae, Pereskioideae e Opuntioideae",['PEV RODRIGUEZ'],2020,NA,"O tamanho do genoma (TG) apresenta uma ampla variação entre as plantas, de modo que é possível encontrar organismos com um genoma relativamente pequeno, até alguns com um genoma 2.200 vezes maior. Entre os processos que geram um aumento no conteúdo de"
Effects of an adaptive zone shift on morphological and ecological diversiﬁcation in terapontid ﬁshes,"['AMDPJ Unmack', 'BJ Pusey']",NA,NA,
Histoire évolutive de deux traits fonctionnels de plantes,['M Bernard-Verdier'],2008,NA,"Décrire fonctionnellement les interactions entre organismes et environnement est un enjeu majeur de l'écologie végétale. Dans le contexte actuel des changements rapides de l'environnement à l'échelle planétaire (Vitousek et al., 1997; Millenium ecosystem"
Imputação filogenética: uma perspectiva macroecológica,['LLCZ Jardim'],2018,NA,"A macroecologia estuda padrões ecológicos em grandes escalas geográficas e temporais, em busca de quais processos moldam esses padrões. Nessas escalas de estudo, há raramente informações completas sobre as centenas ou até milhares de espécies"
