title,author,pub_year,counts
The dynamics of peak shifts and the pattern of morphological evolution,['R Lande'],1986.0,1
Transposable elements in genetic selection,['TFC Mackay'],1986.0,1
Utility of quantitative genetic parameters in character weighting,['HB Shaffer'],1986.0,1
Dynamical models in quantitative genetics,['R Bürger'],1985.0,1
Ecological character displacement in Darwin's finches,"['D Schluter', 'TD Price', 'PR Grant']",1985.0,1
Effects of pleiotropy on predictions concerning mutation-selection balance for polygenic traits,['M Turelli'],1985.0,1
Effects of population size on response to short and long term selection1,['WG Hill'],1985.0,1
"Evolution of Female Choice and Male Parental Investment in Polygynous Species: The Demise of the"" Sexy Son""",['M Kirkpatrick'],1985.0,1
Evolution of mating preference and sexual dimorphism,"['R Lande', 'SJ Arnold']",1985.0,1
"Evolutionary divergence and character displacement in two phenotypically‐variable, competing species",['BG Milligan'],1985.0,1
Genotype‐environment interaction and the evolution of phenotypic plasticity,"['S Via', 'R Lande']",1985.0,1
Human genetic distance studies: Present status and future prospects,['LB Jorde'],1985.0,1
Neo-darwinian evolution implies punctuated equilibria,"['CM Newman', 'JE Cohen', 'C Kipnis']",1985.0,1
Rates of evolution,['SM Stanley'],1985.0,1
Recent developments in population genetics,"['MT Clegg', 'BK Epperson']",1985.0,1
Schwein-Erfahrungen mit der Auswertung eines Immunkompetenzschemas.... 189,"['H BUSCHMANN', 'H KRÄUSSLICH']",1985.0,1
Sex allocation in animals,"['EG Leigh', 'EA Herre', 'EA Fischer']",1985.0,1
Spontaneous mutations for life‐history characters in an obligate parthenogen,['M Lynch'],1985.0,1
The Importance of Mutation Rate in Evolution,"['JF Crow', 'C Denniston']",1985.0,1
The evolution of self‐fertilization and inbreeding depression in plants. I. Genetic models,"['R Lande', 'DW Schemske']",1985.0,1
The evolutionary ecology of ant-plant mutualisms,['AJ Beattie'],1985.0,1
Determinants of morphological patterns in communities of Darwin's finches,"['D Schluter', 'PR Grant']",1984.0,1
Estudio de las diferencias genéticas entre poblaciones de Drosophila melanogaster para un carácter cuantitativo,['MCS Morales'],1984.0,1
Genetic analysis of the interspecific difference in the bristle number of the sixth sternite of males in Drosophila auraria complex The effect of each chromosome,"['T HARA', 'H KUROKAWA']",1984.0,1
"Genetic revolutions, founder effects, and speciation","['NH Barton', 'B Charlesworth']",1984.0,1
Genetic variation underlying sexual behavior and reproduction,['WH Cade'],1984.0,1
Group selection: the interaction of local deme size and migration in the differentiation of small populations,"['MJ Wade', 'DE McCauley']",1984.0,1
"Mathematical models, problems, and controversies of evolutionary theory",['S Karlin'],1984.0,1
Quantitative genetic differences between populations of Drosophila melanogaster from diverse geographic origins,['C Salgado'],1984.0,1
Quantitative genetics and developmental constraints on evolution by selection,['JM Cheverud'],1984.0,1
Some quantitative methods for studying evolutionary patterns in single characters,['B Charlesworth'],1984.0,1
"The genetic correlation between characters maintained by selection, linkage and inbreeding",['R Lande'],1984.0,1
The limits to life history evolution in Daphnia,['M Lynch'],1984.0,1
The manifestation of phenotypic selection at constituent loci. I. Stabilizing selection,['RB Campbell'],1984.0,1
Morphological variation in the neotropical salamander genus Bolitoglossa,['P Alberch'],1983.0,1
Phenotypic evolution and parthenogenesis,"['M Lynch', 'W Gabriel']",1983.0,1
Population and quantitative genetics of many linked loci in finite populations,"['A Robertson', 'WG Hill']",1983.0,1
Stasis in progress: the empirical basis of macroevolution,['JS Levinton'],1983.0,1
The response to selection on major and minor mutations affecting a metrical trait,['R Lande'],1983.0,1
When does the good of the group override the advantage of the individual?,['EG Leigh'],1983.0,1
Genetic differentiation of quantitative characters between populations or species: I. Mutation and random genetic drift,"['R Chakraborty', 'M Nei']",1982.0,1
"Phenotypic, genetic, and environmental morphological integration in the cranium",['JM Cheverud'],1982.0,1
Predictions of response to artificial selection from new mutations,['WG Hill'],1982.0,1
The ecological morphology of birds: a review,['FC James'],1982.0,1
ЭФФЕКТИВНОСТЬ ОТБОРА ПО ДЛИНЕ ГРУДИ В МОДЕЛЬНЫХ ПОПУЛЯЦИЯХ ДРОЗОФИЛЫ ПРИ ВОЗДЕЙСТВИИ ХИМИЧЕСКИМ МУТАГЕНОМ,"['ВК САВЧЕНКО', 'КГ ЕЛИСЕЕВА']",1982.0,1
A diffusion model of species selection,['M Slatkin'],1981.0,1
"Behavioral variation in natural populations. I. Phenotypic, genetic and environmental correlations between chemoreceptive responses to prey in the garter snake …",['SJ Arnold'],1981.0,1
Estimating genetic correlations from inbred strains,"['JP Hegmann', 'B Possidente']",1981.0,1
Is a new evolutionary synthesis necessary?,"['GL Stebbins', 'FJ Ayala']",1981.0,1
Microevolution in Relation to Macroevolution-Macroevolution: Pattern and Process. Steven M. Stanley WH Freeman and Co.; San Francisco. 1979. xi+ 332 pp. $22.50.,['R Lande'],1980.0,1
Ontogenesis and morphological diversification,['P Alberch'],1980.0,1
"Sexual dimorphism, sexual selection, and adaptation in polygenic characters",['R Lande'],1980.0,1
Stochastic theory of population genetics and evolution,['M Nei'],1980.0,1
"The promise of paleobiology as a nomothetic, evolutionary discipline1",['SJ Gould'],1980.0,1
Unequal crossing over at the rRNA tandon as a source of quantitative genetic variation in Drosophila,"['R Frankham', 'DA Briscoe', 'RK Nurthen']",1980.0,1
Deterministic and stochastic models in population genetics,['JFC Kingman'],1979.0,1
Linear systems,['EJ Hannan'],1979.0,1
"Models of multifactorial inheritance: I, Multivariate formulations and basic convergence results",['S Karlin'],1979.0,1
Polygenic mutation,['T Mukai'],1979.0,1
Size and shape in ontogeny and phylogeny,"['P Alberch', 'SJ Gould', 'GF Oster', 'DB Wake']",1979.0,1
Stochastic filtering theory,['G Kallianpur'],1979.0,1
The spandrels of San Marco and the Panglossian paradigm: a critique of the adaptationist programme,"['SJ Gould', 'RC Lewontin']",1979.0,1
Competitive speciation,['ML Rosenzweig'],1978.0,1
Effect of overall phenotypic selection on genetic change at individual loci,"['M Kimura', 'JF Crow']",1978.0,1
Evolutionary mechanisms of limb loss in tetrapods,['R Lande'],1978.0,1
Hierarchical linear modeling of the tempo and mode of evolution,"['FL Bookstein', 'PD Gingerich', 'AG Kluge']",1978.0,1
"Variability, evolutionary rates, and allometry in dwarfing lineages","['LG Marshall', 'RS Corruccini']",1978.0,1
Effects of ancestral x irradiation followed by random mating on body weight of rats,"['D Gianola', 'AB Chapman', 'JJ Rutledge']",1977.0,1
Genetic effects of radiation,['H Annex'],1977.0,1
Genetic latitudinal adaptation of Drosophila melanogaster: new discriminative biometrical traits between European and equatorial African populations,"['J David', 'C Bocquet', 'M De Scheemaeker-Louis']",1977.0,1
Multivariate normal genetic models with a finite number of loci,['J Felsenstein'],1977.0,1
Punctuated equilibria: the tempo and mode of evolution reconsidered,"['SJ Gould', 'N Eldredge']",1977.0,1
Statistical tests for natural selection on quantitative characters,['R Lande'],1977.0,1
GENETIC IMPROVEMENT BY COMBINING SUPERIOR ALLELES FROM DIFFERENT POPULATIONS IN A NATURALLY CROSS-FERTILIZING SPECIES.,['YT Ho'],1974.0,1
The effects of larval competition on a quantitative character in Drosophila melanogaster,['JGC Spiers'],1974.0,1
"Evaluation of effects of high natural background radiation on some genetic traits in the inhabitants of monazite belt in Kerala, India","['YR Ahuja', 'A Sharma', 'KUK Nampoothiri', 'MR Ahuja']",1973.0,1
Genetic differences between populations of Drosophila melanogaster for a quantitative trait: I. Laboratory populations,"['C López-Fanjul', 'WG Hill']",1973.0,1
Genetic differences between populations of Drosophila melanogaster for a quantitative trait: II. Wild and laboratory populations,"['C López-Fanjul', 'WG Hill']",1973.0,1
Comparison of single trait and index selection in sheep and a study of the effectiveness of selection in rats,['RL Baker'],1971.0,1
Environmental mutagenesis in a genetical perspective,['RJ Berry'],1971.0,1
Selection for increased abdominal bristle number in Drosophila melanogaster with concurrent irradiation,"['B Hollingdale', 'JSF Barker']",1971.0,1
The role of induced mutations in plant improvement,['RD Brock'],1971.0,1
Artificial selection for genetic adaptation to temperature extremes in Aphytis lingnanensis Compere (Hymenoptera: Aphelinidae).,"['EB White', 'P Debach', 'MJ Garber']",1970.0,1
Mutations in quantitatively inherited traits induced by neutron irradiation,['RD Brock'],1970.0,1
Heterozygosity in inbred lines of Tribolium castaneum,['R Goodwill'],1969.0,1
MUTATION IN QUANTITATIVE TRAITS INDUCED BY NEUTRON IRRADIATION,['RD Brock'],1969.0,1
"A STUDY OF THE EFFECTS OF X-RAY IRRADIATION ON A QUANTITATIVE CHARACTER, PUPAL WEIGHT, UNDER VARIOUS GENETIC BACKGROUNDS …",['SI Chigusa'],1968.0,1
Fitness of experimental populations of Drosophila melanogaster,['W Van Delden'],1968.0,1
Genetic variability maintained in a finite population due to mutational production of neutral and nearly neutral isoalleles,['M Kimura'],1968.0,1
Radiation-induced polygenic mutation in Arabidopsis thaliana I. Selection for flowering time,['CW Lawrence'],1968.0,1
Birth weight in pigs descended from irradiated spermatogonia,['DF Cox'],1967.0,1
Effects of X-rays on response to selection for a quantitative character of Drosophila melanogaster,['LP Jones'],1967.0,1
THE EFFECTS OF X-RAY IRRADIATION ON SELECTION RESPONSE IN ôDROSOPHILA MELANOGASTER,['O KITAGAWA'],1967.0,1
The limits to artificial selection for body weight in the mouse: IV. Sources of new genetic variance—irradiation and outcrossing,['RC Roberts'],1967.0,1
A search for genetic effects of high natural radioactivity in South India.,"['H Gbüneberg', 'GS Bains', 'BJ Bebby', 'L Biles']",1966.0,1
Genetic effects of ionizing radiations,['HB Newcombe'],1966.0,1
Induced mutations in polygenic systems,['K Aastveit'],1966.0,1
Genetic effects of X rays on quantitative characters in a heterogeneous population of Drosophila melanogaster,"['I Tobari', 'M Nei']",1965.0,1
The genetic basis of natural variation. VI. Selection of a crossveinless strain of Drosophila by phenocopying at high temperature,['RD Milkman'],1965.0,1
The relative homozygosity of inbred lines and closed colonies,['ME Wallace'],1965.0,1
The effects of X-rays on quantitative characters,"['GA Clayton', 'A Robertson']",1964.0,1
The genetic structure of natural populations of Drosophila melanogaster. I. Spontaneous mutation rate of polygenes controlling viability,['T Mukai'],1964.0,1
A biophysical theory for radiation-induced polygenic mutations,['S Kondo'],1963.0,1
Morphological and reproductive variation under four environmental pressures in an inbred strain of Drosophila melanogaster,['TV COME'],1963.0,1
: Genetic variation in grain-size of rice after irradiation. I. γ-irradiation,['H Yamaguchi'],1962.0,1
Entomological aspects of radiation as related to genetics and physiology,['DS Grosch'],1962.0,1
Maze-learning ability in rat populations after a number of generations of gonadal irradiation,"['JF McGregor', 'HB Newcombe']",1962.0,1
Papers on animal population genetics.,['EB Spiess'],1962.0,1
Supervital mutants of Arabidopsis,['GP Rédei'],1962.0,1
responses to selection for polygenic traits in irradiated populations of D. melanogastert,"['RE SCOSSIROLI', 'S SCOSSIROLI']",1962.0,1
Doubling dose for polygenic mutations in Drosophila melanogaster,"['Y YAMADA', 'O KITAGAWA']",1961.0,1
Evaluation of the use of induced micro and macro mutations in breeding of polyploid crop plants.,['MS Swaminathan'],1961.0,1
Release of genetic variability through recombination. VI. Drosophila willistoni,['CB Krimbas'],1961.0,1
Theoretical basis of radiation breeding,['Y Tajima'],1961.0,1
Relative applicability of the classical and the balance hypotheses to man. Especially with respect to quantitative characters,['M Kimura'],1960.0,1
A study of spontaneous mutation in Drosophila melanogaster,['GJ Paxman'],1959.0,1
On the relative role of mutation and recombination in responses to selection for polygenic traits in irradiated populations of D. melanogaster,"['RE Scossiroli', 'S Scossiroli']",1959.0,1
RATES OF SUBLINE DIVERGENCE IN,['DW BAILEY'],1959.0,1
Rates of subline divergence in highly inbred strains of mice,['DW Bailey'],1959.0,1
The viability of near-normal irradiated chromosomes,['AJ Bateman'],1959.0,1
X-ray induced mutations in polygenic systems,"['AA Buzzati-Traverso', 'RE Scossiroli']",1959.0,1
Excision of Atrial Myxoma,['JR Belcher'],1958.0,1
Induced mutation of polygenes for quantitative characters in rice,"['HI Oka', 'J HAYASHI', 'I SHIOJIRI']",1958.0,1
An experimental check on quantitative genetical theory I. Short-term responses to selection,"['GA Clayton', 'JA Morris', 'A Robertson']",1957.0,1
TYPES OF MUTATION PRODUCED AT KNOWN GENE LOCI AND POSSIBILITY OF HITHERTO UNRECOGNIZED MUTATIONS BEING INDUCED,['TC CARTER'],1957.0,1
their quantitative relationships with respect to the used doses of ionizing radiations and their harmfulness for the species are entirely based on our know,"['AA BUZZATI-TRAVERSO', 'RE SCOSSIROLI']",1956.0,1
Populations in time and space: synthesis,['AA Buzzati-Traverso'],1955.0,1
ADAPTATION LOCALE ET OPTIMALITE DES STRATEGIES DE DORMANCE EN ENVIRONNEMENT IMPREVISIBLE: DEVELOPPEMENTS THEORIQUES ET …,['C BERNSTEIN'],1918.0,1
