title,author,pub_year,venue,abstract
The evolution of fecundity is associated with female body size but not female‐biased sexual size dimorphism among frogs,"['MJ Monroe', 'SH South']",2015,Journal of evolutionary …,"Sexual size dimorphism (SSD) is one of the most common ways in which males and females differ. Male‐biased SSD (when males are larger) is often attributed to sexual selection favouring large males. When females are larger (female‐biased SSD), it is often argued that"
Der blinde Uhrmacher,['R Dawkins'],NA,NA,
Female wing plumage reflects reproductive success in Common Goldeneye Bucephala clangula,"['V Ruusila', 'H Pöysä', 'P Runko']",2001,Journal of Avian Biology,"Recent studies on the function of female plumage characteristics have yielded ambiguous results. Some studies have found an association between different physiological, ecological or behavioural traits and female plumage, while others have found no association and"
Thyroid hormone modulates offspring sex ratio in a turtle with temperature-dependent sex determination,"['BJ Sun', 'T Li', 'Y Mu', 'JK McGlashan']",2016,… of the Royal …,"The adaptive significance of temperature-dependent sex determination (TSD) has attracted a great deal of research, but the underlying mechanisms by which temperature determines the sex of a developing embryo remain poorly understood. Here, we manipulated the level"
Androgenic signaling systems and their role in behavioral evolution,"['MJ Fuxjager', 'ER Schuppe']",2018,The Journal of steroid biochemistry and …,"Sex steroids mediate the organization and activation of masculine reproductive phenotypes in diverse vertebrate taxa. However, the effects of sex steroid action in this context vary tremendously, in that steroid action influences reproductive physiology and behavior in"
Intrinsic differences between males and females determine sex-specific consequences of inbreeding,"['ER Ebel', 'PC Phillips']",2016,BMC evolutionary biology,"Inbreeding increases homozygosity and exposes deleterious recessive alleles, generally decreasing the fitness of inbred individuals. Interestingly, males and females are usually affected differently by inbreeding, though the more vulnerable sex depends on the species"
Genetic analysis of sexual dimorphism in serum apo AI and HDL‐C concentrations in baboons,"['B Towne', 'J Blangero', 'GE Mott']",1992,American journal of …,"Sexual dimorphism is evident in many quantitative genetic traits, and there has been much speculation on the evolution of primate sexual dimorphism. Morphological characters have been the main focus of attention, while sexual dimorphism in physiological quantitative traits"
Do large females lay small eggs? Sexual dimorphism and the allometry of egg and clutch volume,"['PD Olsen', 'A Cockburn']",1993,Oikos,This paper describes the use of comprehensive models of the relations between egg volume and body weight and clutch volume and body weight to provide insight into hypotheses relating to the evolution and adaptive significance of sexual dimorphism in body size. Mean
Genetic constraints on adaptation: a theoretical primer for the genomics era,"['T Connallon', 'MD Hall']",2018,Annals of the New York Academy of …,Genetic constraints are features of inheritance systems that slow or prohibit adaptation. Several population genetic mechanisms of constraint have received sustained attention within the field since they were first articulated in the early 20th century. This attention is now
Testing ecological and developmental hypotheses of mean and variation in adult size in nephilid orb-weaving spiders,"['L Higgins', 'J Coddington', 'C Goodnight', 'M Kuntner']",2011,Evolutionary Ecology,"Fecundity selection has been hypothesized to drive the evolution of female gigantism in the orb-weaving family Nephilidae. Several species of these spiders also exhibit large amounts of variation in size at maturity in one or both sexes. In this article, we attempt to detect"
"Phenotypic differentiation and phylogenetic signal of wing shape in western European biting midges, Culicoides spp., of the subgenus Avaritia","['F Muñoz‐Muñoz', 'S Talavera']",2014,Medical and …,In the past decade biting midges of the subgenus Avaritia (Diptera: Ceratopogonidae) have been popular subjects of applied entomological studies in Europe owing to their implication as biological vectors in outbreaks of b luetongue and Schmallenberg viruses. This study
It isn't always sexy when both are bright and shiny: considering alternatives to sexual selection in elaborate monomorphic species,"['KA Tarvin', 'TG Murphy']",2012,Ibis,"Since the dawn of abstract thinking, humans have wondered about the seemingly unnecessary elaborate ornamentations of birds. Gaudy colours, cumbersome tails, complex vocalizations and bizarre displays are found in bird species from all corners of the globe"
Sexual Selection and the differences between the sexes in Mandrills (Mandrillus sphinx),['JM Setchell'],2016,American Journal of Physical Anthropology,"Sexual selection has become a major focus in evolutionary and behavioral ecology. It is also a popular research topic in primatology. I use studies of mandrills (Mandrillus sphinx), a classic example of extravagant armaments and ornaments in animals, to exemplify how a"
Sex-biased gene expression during head development in a sexually dimorphic stalk-eyed fly,"['GS Wilkinson', 'PM Johns', 'JD Metheny', 'RH Baker']",2013,PLoS One,Stalk-eyed flies (family Diopsidae) are a model system for studying sexual selection due to the elongated and sexually dimorphic eye-stalks found in many species. These flies are of additional interest because their X chromosome is derived largely from an autosomal arm in
Evolutionary rates of secondary sexual and non-sexual characters among birds,"['JJ Cuervo', 'AP Møller']",1999,Evolutionary Ecology,"The rate of evolutionary morphological change in secondary sexual characters among species has traditionally been assumed to exceed that for non-sexual characters, giving rise to a larger degree of divergence. We used a large data set of independent evolutionary"
Pathways to elaboration of sexual dimorphism in bird plumage patterns,['TL Gluckman'],2014,Biological Journal of the Linnean Society,"Patterns, such as bars and spots, are common in birds. Some patterns can function in camouflage and/or communication and can benefit both males and females, paving the way for elaboration in sexual dimorphism. Historically, sexual dichromatism was predominantly"
