title,author,pub_year,counts
CHAPTER THREE SEXUAL DIMORPHISM IN FOSSIL HOMINIDS AND ITS SOCIOECOLOGICAL IMPLICATIONS,['A AFARENSIS'],1995.0,1
CHARACTERIZATION OF INVASIVE CONYZA SPECIES (ASTERACEAE) IN EUROPE: QUANTITATIVE TRAIT AND ISOZYME ANALYSIS,"['C Thébaud', 'RJ Abbott']",1995.0,1
Changes in genetic variances and covariances: G whiz!,"['FH Shaw', 'RG Shaw', 'GS Wilkinson', 'M Turelli']",1995.0,1
Comparative paleoecology of Paleogene and Neogene mammalian faunas: body-size structure,"['ME Morgan', 'C Badgley', 'GF Gunnell']",1995.0,1
Convergent domestication of cereal crops by independent mutations at corresponding genetic loci,"['AH Paterson', 'YR Lin', 'Z Li', 'KF Schertz']",1995.0,1
Déjà vu all over again.,"['M Kirkpatrick', 'N Barton']",1995.0,1
Estimating selection on quantitative traits using capture-recapture data,"['JG Kingsolver', 'SG Smith']",1995.0,1
Evolution in heterogeneous environments: genetic variability within and across different grains in Tribolium castaneum,"['S Via', 'J Conner']",1995.0,1
Evolutionarily significant units among cichlid fishes: the role of behavioral studies,"['J Stauffer', 'N Bowers']",1995.0,1
"Evolutionary algorithms, fitness landscapes and search",['T Jones'],1995.0,1
Evolutionary biology. All's fair when love is war.,['L Keller'],1995.0,1
Feral pigeons,"['RF Johnston', 'M Janiga']",1995.0,1
Fluctuating asymmetry and body weight in men and women: implications for sexual selection,['JT Manning'],1995.0,1
"Frugivore‐mediated selection on fruit and seed size: birds and St. Lucie's cherry, Prunus mahaleb",['P Jordano'],1995.0,1
GENETIC CONSTRAINTS ON MACROEVOLUTION: THE EVOLUTION OF HOST AFFILIATION IN THE LEAF BEETLE GENUS OPHRAELLA,"['DJ Futuyma', 'MC Keese', 'DJ Funk']",1995.0,1
Genetic aspects of communication during male-male competition in the Madagascar hissing cockroach: honest signalling of size,"['DC Clark', 'AJ Moore']",1995.0,1
"Geographic variation in the occurrence and extent of sexual dimorphism in a dioecious shrub, Simmondsia chinensis",['LU Kohorn'],1995.0,1
Good genes and old age: Do old mates provide superior genes?,"['TF Hansen', 'DK Price']",1995.0,1
Heritability of a sexually selected character expressed in both sexes,"['RW Wilcockson', 'CS Crean', 'TH Day']",1995.0,1
High resolution mapping of genetic factors affecting abdominal bristle number in Drosophila melanogaster.,"['AD Long', 'SL Mullaney', 'LA Reid', 'JD Fry']",1995.0,1
Inhibition of skin development by targeted expression of a dominant-negative retinoic acid receptor,"['M Saitou', 'S Sugai', 'T Tanaka', 'K Shimouchi', 'E Fuchs']",1995.0,1
Intersexual selection in the Mediterranean fruit fly: does female choice enhance fitness?,"['TS Whittier', 'KY Kaneshiro']",1995.0,1
Male choice on the basis of female melanin pattern in Pieris butterflies,['DC Wiernasz'],1995.0,1
Morphological integration in the saddle-back tamarin (Saguinus fuscicollis) cranium,['JM Cheverud'],1995.0,1
Mutation and conservation,['R Lande'],1995.0,1
Phenotypic plasticity as a product of selection in a variable environment,['G De Jong'],1995.0,1
"Phenotypic, genetic, and environmental integration of morphology in a stream population of the threespine stickleback, Gasterosteus aculeatus",['JV Baumgartner'],1995.0,1
Polygenic mutation in Drosophila melanogaster: the causal relationship of bristle number to fitness.,"['SV Nuzhdin', 'JD Fry', 'TF Mackay']",1995.0,1
Predicting microevolutionary responses to directional selection on heritable variation,"['PR Grant', 'BR Grant']",1995.0,1
Quantitative genetics of locomotor speed and endurance in the lizard Lacerta vivipara,"['G Sorci', 'JG Swallow', 'T Garland Jr']",1995.0,1
Quantitative genetics of zooplankton life histories,['K Spitze'],1995.0,1
Rapid morphological change in Miocene marsupials and rodents associated with a volcanic catastrophe in Argentina,"['DK Anderson', 'J Damuth', 'TM Bown']",1995.0,1
Refuge evolution and the population dynamics of coupled host—parasitoid associations,"['ME Hochberg', 'RD Holt']",1995.0,1
Response to selection from new mutation and effective size of partially inbred populations. II. Experiments with Drosophila melanogaster,"['M Merchante', 'A Caballero', 'C López-Fanjul']",1995.0,1
SEX ALLOCATION IN THE MONOECIOUS HERB BEGONIA SEMIOVATA,"['J Ågren', 'DW Schemske']",1995.0,1
Selection for pollination success and the mechanical fit of Impatiens flowers around bumblebee bodies,['P Wilson'],1995.0,1
"Sex ratios, mating behavior and sexual size dimorphism of the northern water snake, Nerodia sipedon","['PJ Weatherhead', 'FE Barry', 'GP Brown']",1995.0,1
Sexual differences in caudal morphology and its relation to tail autotomy in lacertid lizards,"['LJ Barbadillo', 'D Bauwens', 'F Barahona']",1995.0,1
Sexual selection and the risk of extinction of introduced birds on oceanic islands,"['DK McLain', 'MP Moulton', 'TP Redfearn']",1995.0,1
"Sexual selection in the Gulf Coast toad, Bufo valliceps: female choice based on variable characters","['WE WAGNER Jr', 'BK Sullivan']",1995.0,1
Specialists and generalists in changing environments. I. Fitness landscapes of thermal sensitivity,['GW Gilchrist'],1995.0,1
Speciation: founder events and their effects on X-linked and autosomal genes,"['MC Whitlock', 'MJ Wade']",1995.0,1
Spontaneous mutation rate of modifiers of metabolism in Drosophila.,"['AG Clark', 'L Wang', 'T Hulleberg']",1995.0,1
Stability by mutation in evolutionary games,"['IM Bomze', 'R Burger']",1995.0,1
The ecology of sexual selection: Mean crowding of females and resource-defence polygyny,['MJ Wade'],1995.0,1
The evolution of endothermy: testing the aerobic capacity model,"['JP Hayes', 'T Garland Jr']",1995.0,1
The evolution of polygenic sex determination with potential for environmental manipulation,"['MJ Hatcher', 'C Tofts']",1995.0,1
The joint evolution of diapause and insecticide resistance: a test of an optimality model,"['Y Carriere', 'DA Roff', 'JP Deland']",1995.0,1
"The role of mate choice in biocomputation: Sexual selection as a process of search, optimization, and diversification","['GF Miller', 'PM Todd']",1995.0,1
The role of sexual imprinting for sex recognition in zebra finches: a difference between males and females,['DR Vos'],1995.0,1
Time and energy constraints and the evolution of sexual size dimorphism—to eat or to mate?,"['WU Blanckenhorn', 'RF Preziosi', 'DJ Fairbairn']",1995.0,1
When does evolution by natural selection prevent extinction?,"['R Gomulkiewicz', 'RD Holt']",1995.0,1
Why do females mate with multiple males? The sexually selected sperm hypothesis,"['L Keller', 'HK Reeve']",1995.0,1
A quantitative‐genetic model for selection on developmental noise,"['S Gavrilets', 'A Hastings']",1994.0,1
A re‐evaluation of subspecific variation and canine dimorphism in woolly spider monkeys (Brachyteles arachnoides),"['SR Leigh', 'WL Jungers']",1994.0,1
Allometry and model II non-linear regression,"['TA Ebert', 'MP Russell']",1994.0,1
BREEDING COMPETITION IN A PACIFIC SALMON (COHO: ONCORHYNCHUS KISUTCH): MEASURES OF NATURAL AND SEXUAL SELECTION,"['IA Fleming', 'MR Gross']",1994.0,1
COMPARATIVE EVOLUTIONARY ANALYSIS OF METABOLISM IN NINE DROSOPHILA SPECIES,"['AG Clark', 'L Wang']",1994.0,1
Constraints on the evolution of attractive traits: selection in male and female zebra finches,"['DK Price', 'NT Burley']",1994.0,1
Content and context in temporal thalamocortical binding,"['R Llinás', 'U Ribary', 'M Joliot', 'XJ Wang']",1994.0,1
Context-dependent effects of tail-ornament damage on mating success in black grouse,"['J Höglund', 'RV Alatalo', 'A Lundberg']",1994.0,1
Craniodental allometry and heterochrony in two howler monkeys: Alouatta seniculus and A. palliata,"['MJ Ravosa', 'CF Ross']",1994.0,1
"Craniometric variation, genetic theory, and modern human origins","['DJH Relethford', 'HC Harpending']",1994.0,1
Do insect pests promote mutualism among tropical trees?,['EG Leigh'],1994.0,1
"Dynamic routing strategies in sensory, motor, and cognitive processing","['DC Van Essen', 'CH Anderson']",1994.0,1
"Dynamics of adaptation and diversification: a 10,000-generation experiment with bacterial populations","['RE Lenski', 'M Travisano']",1994.0,1
Dynamics of genetic variability in two-locus models of stabilizing selection.,"['S Gavrilets', 'A Hastings']",1994.0,1
Effect of artificial selection on male colour patterns on mating preference of female guppies,['AE Houde'],1994.0,1
Evolution of European lower Jurassic Gryphaea (Gryphaea) and contemporaneous bivalves,['ALA Johnson'],1994.0,1
Evolution of morphological differences with moderate genetic correlations among traits as exemplified by two flycatcher species (Ficedula; Muscicapidae),"['J Merilä', 'M Björklund']",1994.0,1
"Evolution, developmental instability and the theory of acquisition",['JA Kieser'],1994.0,1
Evolutionary Dynamics of Sex Ratio and Gender Dimorphism in Silene latifolia: I. Environmental Effects,"['EE Lyons', 'D Miller', 'TR Meagher']",1994.0,1
Evolutionary physiology,"['T Garland Jr', 'PA Carter']",1994.0,1
Ex situ conservation of wild plant species: time to reassess the genetic assumptions and implications of seed banks,['MB Hamilton'],1994.0,1
Experimental evidence that competition promotes divergence in adaptive radiation,['D Schluter'],1994.0,1
Exploring fitness surfaces,"['D Schluter', 'D Nychka']",1994.0,1
Further observations on the evolution of additive genetic variation with mutation,['CC Cockerham'],1994.0,1
"Genetic and statistical analyses of strong selection on polygenic traits: what, me normal?","['M Turelli', 'NH Barton']",1994.0,1
Guest editorial: Biogeographical ecology,['R Hengeveld'],1994.0,1
Ionizing radiation and genetic risks. V. Multifactorial diseases: a review of epidemiological and genetic aspects of congenital abnormalities in man and of models on …,"['K Sankaranarayanan', 'N Yasuda', 'R Chakraborty']",1994.0,1
Is there a unifying concept of sexual selection that applies to both plants and animals?,['SJ Arnold'],1994.0,1
Manifestations of sexual selection may depend on the genetic basis of sex determination,['IM Hastings'],1994.0,1
Molecular Evolution,['K Urich'],1994.0,1
Morphometric variability in the Chagas' disease vector Rhodnius prolixus,['M Harry'],1994.0,1
Mutation load and mutation-selection-balance in quantitative genetic traits,"['R Bürger', 'J Hofbauer']",1994.0,1
Mutation-selection balance and the evolution of senescence,['AG Clark'],1994.0,1
Natural selection and sexual size dimorphism in red‐winged blackbirds,"['PJ Weatherhead', 'RG Clark']",1994.0,1
On the distribution of the mean and variance of a quantitative trait under mutation-selection-drift balance.,"['R Bürger', 'R Lande']",1994.0,1
Optimal sampling strategies for core collections of plant genetic resources,"['AHD Brown', 'DJ Schoen']",1994.0,1
Optimality and evolutionary genetics: complementary procedures for evolutionary analysis in behavioural ecology,"['AJ Moore', 'CRB Boake']",1994.0,1
Phylogenetic analysis of the evolution of alternative social behavior in the manakins (Aves: Pipridae),['RO Prum'],1994.0,1
Quantitative genetics of bryozoan phenotypic evolution. II. Analysis of selection and random change in fossil species using reconstructed genetic parameters,"['AH Cheetham', 'JBC Jackson', 'LAC Hayek']",1994.0,1
Quantitative genetics of butterfly wing color patterns,['SM Paulsen'],1994.0,1
Rates of evolution in the dentition of early Eocene Cantius: comparison of size and shape,"['WC Clyde', 'PD Gingerich']",1994.0,1
Runaway evolution to self‐extinction under asymmetrical competition,"['H Matsuda', 'PA Abrams']",1994.0,1
"Selection on reaction norms, genetic correlations and constraints","['PH Van Tienderen', 'HP Koelewijn']",1994.0,1
Selective factors in the evolution of insect wings,"['JG Kingsolver', 'MAR Koehl']",1994.0,1
Sex and population dynamics,"['M Doebeli', 'JC Koella']",1994.0,1
Sexual selection and the barn swallow,['AP Møller'],1994.0,1
"Sexual selection and the evolution of allometry for sexual size dimorphism in the water strider, Aquarius remigis","['DJ Fairbairn', 'RF Preziosi']",1994.0,1
Speciation by reinforcement of premating isolation,"['LW Liou', 'TD Price']",1994.0,1
Species selection on organismal integration,['M Björklund'],1994.0,1
THE QUANTITATIVE GENETICS OF SEXUAL DIMORPHISM IN SILENE LATIFOLIA (CARYOPHYLLACEAE). II. RESPONSE TO SEX‐SPECIFIC SELECTION,['TR Meagher'],1994.0,1
The Spandrels of San Marco and the Panglossian Paradigm: a critique of the adaptationist programme,"['SJ Gould', 'RC Lewontin']",1994.0,1
The dual role of selection and evolutionary history as reflected in genetic correlations,"['RW Jernigan', 'DC Culver', 'DW Fong']",1994.0,1
The evolution of plumage dichromatism in the New World blackbirds: social selection on female brightness,['RE Irwin'],1994.0,1
The evolution of traits that determine ability in competitive contests,"['PA Abrams', 'H Matsuda']",1994.0,1
The fitness of fitness concepts and the description of natural selection,['G De Jong'],1994.0,1
The structure and confirmation of evolutionary theory,['EA Lloyd'],1994.0,1
Timid consumers: self-extinction due to adaptive change in foraging and anti-predator effort,"['H Matsuda', 'PA Abrams']",1994.0,1
Timing of prenuptial molt as a sexually selected indicator of male quality in superb fairy-wrens (Malurus cyaneus),"['RA Mulder', 'MJL Magrath']",1994.0,1
What does the comparative method reveal about adaptation?,"['AM Leroi', 'MR Rose', 'GV Lauder']",1994.0,1
"Ślepy zegarmistrz czyli Jak ewolucja dowodzi, że świat nie został zaplanowany",['R Dawkins'],1994.0,1
'Gradualistic'evolution: Its interpretation in Quaternary large mammal species,['AM Lister'],1993.0,1
A coevolutionary predator-prey model with quantitative characters,['I Saloniemi'],1993.0,1
"A male trait expressed in female pied flycatchers, Ficedula hypoleuca: the white forehead patch.",['J Potti'],1993.0,1
Adaptation and the 'shifting balance',"['NH Barton', 'S Rouhani']",1993.0,1
Adaptation and the goals of evolutionary research,"['HK Reeve', 'PW Sherman']",1993.0,1
Adaptation to single resources and the evolution of crossbill (Loxia) diversity,['CW Benkman'],1993.0,1
Adaptive phenotypic plasticity: target or by-product of selection in a variable environment?,['S Via'],1993.0,1
"Behavioral ecology of the Mediterranean fruit fly: Leks, courtship, nuptial gifts, and average offspring",['TS Whittier'],1993.0,1
Biparental inbreeding depression in the self‐incompatible annual plant Gaillardia pulchella (Asteraceae),['JS Heywood'],1993.0,1
Canine dimorphism,"['JM Plavcan', 'CP Van Schaik']",1993.0,1
